,cluster
0,1
1,2
2,0
3,2
4,2
5,2
6,2
7,2
8,2
9,0
10,2
11,2
12,0
13,1
14,0
15,1
16,2
17,1
18,1
19,2
20,2
21,1
22,0
23,0
24,1
25,2
26,2
27,1
28,0
29,0
30,0
31,1
32,1
33,0
34,2
35,2
36,2
37,1
38,1
39,0
40,1
41,2
42,2
43,0
44,2
45,2
46,0
47,1
48,0
49,2
50,2
51,0
52,1
53,2
54,1
55,0
56,2
57,2
58,1
59,0
60,0
61,2
62,0
63,1
64,2
65,1
66,0
67,2
68,2
69,0
70,2
71,0
72,2
73,0
74,2
75,2
76,2
77,1
78,0
79,2
80,2
81,0
82,0
83,0
84,0
85,2
86,1
87,2
88,1
89,2
90,2
91,0
92,0
93,2
94,2
95,1
96,1
97,2
98,2
99,2
100,1
101,2
102,1
103,0
104,2
105,0
106,1
107,2
108,2
109,0
110,0
111,0
112,2
113,2
114,2
115,0
116,1
117,2
118,2
119,2
120,2
121,1
122,2
123,0
124,2
125,1
126,0
127,2
128,1
129,0
130,2
131,1
132,2
133,2
134,2
135,2
136,1
137,1
138,0
139,1
140,2
141,2
142,1
143,1
144,1
145,0
146,2
147,1
148,1
149,2
150,1
151,0
152,1
153,1
154,1
155,0
156,0
157,2
158,2
159,2
160,2
161,1
162,2
163,1
164,1
165,2
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,1
174,1
175,1
176,1
177,2
178,2
179,2
180,0
181,2
182,1
183,1
184,0
185,0
186,1
187,2
188,1
189,2
190,2
191,2
192,2
193,2
194,1
195,1
196,2
197,2
198,2
199,0
200,2
201,0
202,1
203,1
204,2
205,2
206,1
207,0
208,1
209,1
210,2
211,1
212,0
213,2
214,2
215,0
216,0
217,1
218,1
219,0
220,2
221,1
222,1
223,0
224,2
225,1
226,2
227,2
228,1
229,2
230,1
231,0
232,2
233,0
234,0
235,2
236,2
237,2
238,1
239,0
240,1
241,1
242,2
243,1
244,2
245,2
246,2
247,0
248,2
249,2
250,1
251,2
252,1
253,1
254,0
255,0
256,0
257,2
258,2
259,0
260,2
261,0
262,2
263,1
264,1
265,0
266,0
267,1
268,1
269,2
270,0
271,1
272,1
273,0
274,0
275,2
276,1
277,0
278,2
279,2
280,2
281,2
282,0
283,2
284,1
285,0
286,1
287,2
288,0
289,2
290,1
291,2
292,0
293,1
294,2
295,2
296,1
297,2
298,2
299,1
300,2
301,2
302,1
303,2
304,2
305,1
306,2
307,2
308,2
309,2
310,0
311,1
312,1
313,2
314,1
315,1
316,2
317,1
318,1
319,0
320,0
321,1
322,0
323,2
324,0
325,2
326,0
327,2
328,1
329,0
330,2
331,2
332,2
333,0
334,1
335,2
336,2
337,0
338,0
339,1
340,0
341,1
342,1
343,2
344,2
345,1
346,2
347,0
348,0
349,1
350,2
351,2
352,0
353,0
354,2
355,2
356,2
357,2
358,2
359,2
360,1
361,0
362,2
363,2
364,2
365,2
366,0
367,1
368,0
369,2
370,2
371,2
372,2
373,2
374,2
375,0
376,0
377,0
378,2
379,2
380,0
381,2
382,1
383,1
384,2
385,2
386,1
387,2
388,0
389,1
390,2
391,1
392,1
393,1
394,0
395,1
396,0
397,2
398,2
399,1
400,1
401,1
402,1
403,2
404,2
405,2
406,2
407,1
408,0
409,1
410,2
411,2
412,0
413,1
414,1
415,1
416,2
417,1
418,2
419,1
420,1
421,1
422,0
423,1
424,0
425,2
426,2
427,0
428,2
429,1
430,1
431,2
432,1
433,2
434,2
435,2
436,1
437,0
438,2
439,2
440,2
441,1
442,1
443,0
444,1
445,1
446,2
447,2
448,2
449,1
450,1
451,1
452,1
453,2
454,2
455,0
456,1
457,2
458,1
459,0
460,0
461,2
462,1
463,0
464,1
465,1
466,1
467,1
468,1
469,2
470,0
471,1
472,0
473,2
474,2
475,0
476,1
477,1
478,1
479,2
480,2
481,2
482,1
483,1
484,1
485,1
486,2
487,0
488,0
489,1
490,1
491,2
492,1
493,1
494,0
495,2
496,2
497,2
498,0
499,1
