,cluster
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,2
51,2
52,2
53,3
54,2
55,3
56,2
57,3
58,2
59,3
60,3
61,3
62,3
63,2
64,3
65,2
66,3
67,3
68,2
69,3
70,2
71,3
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,3
80,3
81,3
82,3
83,2
84,3
85,2
86,2
87,2
88,3
89,3
90,3
91,2
92,3
93,3
94,3
95,3
96,3
97,2
98,3
99,3
100,0
101,2
102,0
103,2
104,2
105,0
106,3
107,0
108,2
109,0
110,2
111,2
112,0
113,2
114,2
115,2
116,2
117,0
118,0
119,2
120,0
121,2
122,0
123,2
124,0
125,0
126,2
127,2
128,2
129,0
130,0
131,0
132,2
133,2
134,2
135,0
136,2
137,2
138,2
139,0
140,0
141,0
142,2
143,0
144,0
145,0
146,2
147,2
148,2
149,2
