,cluster
0,2
1,0
2,1
3,0
4,0
5,1
6,0
7,0
8,0
9,1
10,1
11,0
12,0
13,2
14,0
15,2
16,0
17,2
18,2
19,0
20,0
21,2
22,0
23,0
24,2
25,0
26,0
27,2
28,0
29,1
30,1
31,2
32,2
33,0
34,0
35,0
36,0
37,2
38,2
39,1
40,2
41,1
42,1
43,1
44,0
45,0
46,1
47,2
48,1
49,1
50,0
51,1
52,2
53,0
54,2
55,1
56,1
57,0
58,2
59,0
60,1
61,0
62,1
63,2
64,0
65,2
66,0
67,0
68,0
69,0
70,1
71,0
72,1
73,0
74,0
75,0
76,0
77,2
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,2
87,0
88,2
89,0
90,0
91,1
92,1
93,0
94,0
95,2
96,2
97,0
98,1
99,1
100,2
101,0
102,2
103,0
104,0
105,1
106,2
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,2
117,0
118,1
119,0
120,1
121,2
122,1
123,0
124,1
125,2
126,0
127,1
128,2
129,1
130,0
131,2
132,0
133,0
134,0
135,1
136,2
137,2
138,0
139,2
140,0
141,0
142,2
143,2
144,2
145,0
146,1
147,2
148,2
149,0
150,2
151,0
152,2
153,2
154,2
155,1
156,0
157,0
158,1
159,1
160,1
161,2
162,0
163,2
164,2
165,0
166,1
167,0
168,0
169,2
170,2
171,2
172,1
173,2
174,2
175,2
176,2
177,1
178,0
179,0
180,1
181,1
182,2
183,2
184,0
185,0
186,2
187,0
188,2
189,0
190,0
191,0
192,0
193,0
194,2
195,2
196,0
197,0
198,0
199,0
200,0
201,1
202,2
203,2
204,1
205,0
206,2
207,1
208,2
209,2
210,0
211,2
212,1
213,0
214,1
215,0
216,0
217,2
218,2
219,1
220,0
221,2
222,2
223,0
224,0
225,2
226,0
227,0
228,2
229,1
230,2
231,0
232,0
233,1
234,1
235,1
236,0
237,1
238,2
239,1
240,2
241,2
242,0
243,2
244,0
245,1
246,0
247,0
248,0
249,1
250,2
251,0
252,2
253,2
254,1
255,0
256,1
257,0
258,0
259,0
260,0
261,1
262,0
263,2
264,2
265,0
266,0
267,2
268,2
269,0
270,1
271,2
272,2
273,1
274,1
275,1
276,2
277,1
278,0
279,0
280,0
281,0
282,0
283,0
284,2
285,0
286,2
287,0
288,0
289,0
290,2
291,0
292,1
293,2
294,1
295,0
296,2
297,0
298,0
299,2
300,1
301,1
302,2
303,0
304,0
305,2
306,0
307,0
308,0
309,0
310,1
311,2
312,2
313,0
314,2
315,2
316,1
317,2
318,2
319,1
320,1
321,2
322,0
323,0
324,1
325,1
326,0
327,0
328,2
329,0
330,0
331,0
332,0
333,1
334,2
335,0
336,0
337,1
338,0
339,2
340,0
341,2
342,2
343,1
344,1
345,2
346,0
347,0
348,1
349,2
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,1
358,1
359,0
360,2
361,1
362,1
363,0
364,0
365,0
366,1
367,2
368,0
369,0
370,1
371,0
372,0
373,1
374,1
375,0
376,0
377,1
378,0
379,0
380,0
381,1
382,2
383,2
384,0
385,0
386,2
387,0
388,1
389,2
390,0
391,2
392,2
393,2
394,1
395,2
396,1
397,0
398,0
399,2
400,2
401,2
402,2
403,0
404,1
405,0
406,0
407,2
408,0
409,2
410,0
411,0
412,1
413,2
414,2
415,2
416,0
417,2
418,0
419,2
420,2
421,2
422,0
423,2
424,0
425,1
426,1
427,1
428,1
429,2
430,2
431,0
432,2
433,0
434,0
435,1
436,2
437,0
438,0
439,1
440,0
441,2
442,2
443,0
444,2
445,2
446,0
447,1
448,0
449,2
450,2
451,2
452,2
453,0
454,0
455,0
456,2
457,0
458,2
459,1
460,1
461,1
462,2
463,1
464,2
465,2
466,2
467,2
468,2
469,0
470,1
471,2
472,1
473,1
474,1
475,1
476,2
477,2
478,2
479,1
480,0
481,1
482,2
483,2
484,2
485,2
486,1
487,1
488,1
489,2
490,2
491,0
492,2
493,2
494,0
495,0
496,0
497,1
498,0
499,2
