,cluster
0,2
1,2
2,2
3,0
4,0
5,0
6,2
7,0
8,1
9,0
10,2
11,2
12,2
13,2
14,2
15,1
16,1
17,1
18,2
19,1
20,0
21,1
22,2
23,2
24,0
25,2
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,2
34,1
35,2
36,0
37,0
38,2
39,1
40,0
41,2
42,2
43,0
44,0
45,0
46,2
47,2
48,0
49,1
50,1
51,2
52,1
53,0
54,0
55,0
56,1
57,0
58,0
59,2
60,0
61,1
62,0
63,0
64,2
65,0
66,2
67,0
68,0
69,1
70,1
71,2
72,2
73,1
74,2
75,0
76,0
77,2
78,2
79,1
80,2
81,2
82,0
83,0
84,2
85,2
86,1
87,0
88,2
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,2
97,1
98,1
99,1
100,2
101,1
102,2
103,2
104,0
105,0
106,2
107,1
108,2
109,1
110,1
111,2
112,0
113,0
114,1
115,0
116,2
117,2
118,1
119,2
120,2
121,0
122,0
123,0
124,2
125,0
126,1
127,0
128,2
129,1
130,0
131,1
132,2
133,2
134,0
135,0
136,1
137,1
138,2
139,2
140,2
141,1
142,0
143,0
144,2
145,1
146,0
147,1
148,0
149,0
150,0
151,1
152,2
153,0
154,2
155,0
156,2
157,0
158,0
159,2
160,1
161,2
162,1
163,2
164,2
165,2
166,1
167,1
168,1
169,0
170,2
171,1
172,2
173,1
174,2
175,0
176,1
177,1
178,2
179,0
180,0
181,2
182,2
183,0
184,1
185,1
186,2
187,0
188,2
189,2
190,0
191,2
192,0
193,2
194,2
195,0
196,0
197,1
198,2
199,0
200,0
201,0
202,2
203,1
204,1
205,1
206,1
207,0
208,1
209,2
210,1
211,2
212,2
213,1
214,0
215,0
216,0
217,1
218,1
219,1
220,2
221,1
222,2
223,0
224,0
225,1
226,1
227,1
228,2
229,2
230,1
231,0
232,0
233,2
234,1
235,1
236,0
237,1
238,0
239,0
240,2
241,0
242,2
243,1
244,1
245,0
246,0
247,0
248,1
249,1
250,0
251,2
252,2
253,0
254,1
255,1
256,2
257,2
258,2
259,0
260,1
261,1
262,1
263,1
264,0
265,0
266,1
267,2
268,2
269,0
270,0
271,0
272,0
273,1
274,0
275,1
276,0
277,0
278,2
279,0
280,2
281,2
282,0
283,1
284,2
285,2
286,2
287,2
288,2
289,1
290,0
291,1
292,1
293,2
294,2
295,2
296,0
297,0
298,0
299,2
300,0
301,1
302,1
303,2
304,1
305,0
306,2
307,2
308,0
309,2
310,2
311,2
312,2
313,0
314,1
315,1
316,1
317,1
318,0
319,1
320,0
321,2
322,1
323,0
324,2
325,1
326,2
327,2
328,2
329,2
330,0
331,1
332,1
333,2
334,0
335,1
336,0
337,0
338,0
339,2
340,1
341,1
342,1
343,1
344,0
345,2
346,0
347,1
348,0
349,1
350,2
351,1
352,2
353,1
354,0
355,0
356,1
357,0
358,0
359,1
360,0
361,1
362,0
363,1
364,0
365,0
366,2
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,2
375,1
376,0
377,1
378,2
379,1
380,2
381,2
382,1
383,0
384,0
385,1
386,2
387,2
388,0
389,2
390,1
391,0
392,1
393,2
394,2
395,0
396,1
397,1
398,1
399,0
400,1
401,1
402,2
403,1
404,2
405,2
406,2
407,2
408,2
409,0
410,0
411,0
412,2
413,1
414,0
415,1
416,2
417,2
418,1
419,1
420,0
421,2
422,1
423,1
424,2
425,0
426,0
427,2
428,2
429,0
430,0
431,0
432,2
433,2
434,2
435,1
436,1
437,1
438,2
439,0
440,2
441,2
442,2
443,0
444,1
445,0
446,2
447,2
448,0
449,0
450,0
451,2
452,2
453,2
454,1
455,2
456,1
457,1
458,2
459,2
460,0
461,2
462,1
463,1
464,2
465,2
466,2
467,2
468,1
469,0
470,0
471,2
472,1
473,0
474,1
475,2
476,0
477,1
478,2
479,1
480,0
481,0
482,2
483,0
484,2
485,1
486,0
487,2
488,2
489,1
490,0
491,2
492,1
493,1
494,0
495,2
496,2
497,2
498,0
499,2
500,1
501,0
502,1
503,0
504,2
505,2
506,1
507,0
508,2
509,1
510,2
511,2
512,1
513,2
514,1
515,1
516,2
517,0
518,0
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,0
527,0
528,1
529,0
530,2
531,0
532,0
533,0
534,1
535,0
536,0
537,1
538,1
539,1
540,0
541,1
542,2
543,2
544,2
545,2
546,2
