,cluster
0,1
1,1
2,1
3,1
4,0
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,2
22,1
23,0
24,2
25,2
26,1
27,1
28,1
29,1
30,1
31,1
32,0
33,1
34,0
35,0
36,1
37,1
38,1
39,1
40,1
41,2
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,0
61,0
62,2
63,0
64,0
65,0
66,0
67,0
68,0
69,2
70,0
71,2
72,0
73,1
74,0
75,0
76,1
77,2
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,2
88,0
89,0
90,0
91,2
92,2
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,2
103,0
104,0
105,2
106,0
107,2
108,0
109,0
110,2
111,2
112,2
113,0
114,0
115,0
116,0
117,0
118,0
119,2
120,0
121,2
122,0
123,0
124,0
125,0
126,0
127,2
128,0
129,2
130,1
131,1
132,2
133,0
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,0
142,2
143,2
144,2
145,0
146,2
147,2
148,2
149,2
150,2
151,2
152,0
153,2
154,0
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,0
164,2
165,2
166,2
167,2
168,2
169,2
170,0
171,0
172,2
173,2
174,2
175,2
176,2
177,2
