,cluster
0,1
1,4
2,4
3,4
4,1
5,1
6,4
7,1
8,4
9,4
10,1
11,4
12,4
13,4
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,4
23,1
24,4
25,1
26,1
27,1
28,1
29,4
30,4
31,1
32,1
33,1
34,4
35,1
36,1
37,4
38,4
39,1
40,1
41,4
42,4
43,1
44,1
45,4
46,1
47,4
48,1
49,1
50,7
51,7
52,7
53,2
54,7
55,2
56,7
57,2
58,7
59,2
60,2
61,3
62,2
63,7
64,2
65,7
66,2
67,2
68,7
69,2
70,3
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,3
79,2
80,2
81,2
82,2
83,3
84,2
85,3
86,7
87,7
88,2
89,2
90,2
91,7
92,2
93,2
94,2
95,2
96,2
97,7
98,2
99,2
100,6
101,3
102,0
103,6
104,6
105,5
106,2
107,5
108,6
109,0
110,6
111,6
112,0
113,3
114,3
115,6
116,6
117,5
118,5
119,3
120,0
121,3
122,5
123,3
124,0
125,5
126,3
127,3
128,6
129,5
130,5
131,5
132,6
133,7
134,3
135,5
136,6
137,6
138,3
139,0
140,0
141,0
142,3
143,0
144,0
145,0
146,6
147,6
148,6
149,3
