,cluster
0,0
1,0
2,0
3,0
4,0
5,0
6,2
7,0
8,2
9,2
10,0
11,2
12,2
13,2
14,2
15,0
16,0
17,0
18,1
19,1
20,2
21,0
22,0
23,0
24,2
25,0
26,0
27,0
28,2
29,0
30,0
31,1
32,0
33,2
34,0
35,1
36,2
37,1
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,1
48,0
49,0
50,0
51,0
52,0
53,1
54,2
55,2
56,0
57,1
58,0
59,0
60,1
61,1
62,2
63,2
64,0
65,0
66,1
67,1
68,2
69,1
70,0
71,1
72,0
73,1
74,0
75,2
76,1
77,1
78,0
79,0
80,1
81,0
82,2
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,1
95,2
96,1
97,0
98,1
99,1
100,2
101,0
102,0
103,2
104,0
105,0
106,0
107,2
108,2
109,1
110,0
111,1
112,1
113,2
114,0
115,0
116,2
117,2
118,0
119,0
120,1
121,1
122,2
123,0
124,1
125,0
126,0
127,1
128,1
129,1
130,1
131,0
132,2
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,1
141,2
142,0
143,1
144,1
145,0
146,0
147,0
148,1
149,0
