,cluster
0,1
1,1
2,2
3,1
4,2
5,2
6,1
7,1
8,1
9,2
10,1
11,0
12,1
13,0
14,2
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,0
23,2
24,2
25,0
26,1
27,2
28,2
29,1
30,2
31,1
32,1
33,2
34,2
35,0
36,0
37,2
38,2
39,1
40,2
41,2
42,1
43,2
44,2
45,1
46,2
47,1
48,1
49,1
50,1
51,0
52,1
53,2
54,1
55,2
56,1
57,1
58,2
59,1
60,0
61,1
62,1
63,0
64,2
65,0
66,1
67,1
68,2
69,2
70,1
71,0
72,1
73,0
74,1
75,0
76,1
77,1
78,2
79,1
80,0
81,2
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,0
90,2
91,0
92,2
93,2
94,1
95,0
96,2
97,0
98,0
99,2
100,2
101,1
102,1
103,1
104,1
105,2
106,1
107,2
108,0
109,2
110,2
111,1
112,1
113,1
114,0
115,2
116,1
117,1
118,0
119,2
120,2
121,0
122,2
123,2
124,2
125,2
126,2
127,1
128,1
129,0
130,2
131,2
132,1
133,2
134,1
135,0
136,0
137,1
138,0
139,1
140,2
141,1
142,0
143,2
144,0
145,2
146,1
147,1
148,0
149,2
150,1
151,0
152,2
153,2
154,1
155,2
156,0
157,0
158,1
159,1
160,2
161,2
162,0
163,2
164,1
165,1
166,0
167,2
168,1
169,2
170,0
171,1
172,2
173,1
174,1
175,0
176,1
177,2
178,1
179,2
180,2
181,2
182,1
183,0
184,0
185,0
186,1
187,2
188,1
189,2
190,0
191,0
192,2
193,2
194,0
195,2
196,2
197,0
198,0
199,2
200,1
201,0
202,0
203,0
204,2
205,1
206,2
207,1
208,2
209,2
210,2
211,0
212,0
213,1
214,1
215,2
216,2
217,1
218,0
219,2
220,0
221,2
222,0
223,1
224,2
225,0
226,2
227,1
228,1
229,0
230,1
231,2
232,2
233,0
234,2
235,1
236,1
237,2
238,0
239,0
240,0
241,1
242,0
243,1
244,1
245,1
246,1
247,1
248,1
249,0
250,0
251,1
252,2
253,1
254,0
255,0
256,1
257,1
258,1
259,1
260,2
261,1
262,2
263,1
264,0
265,0
266,1
267,1
268,2
269,1
270,1
271,1
272,2
273,2
274,0
275,2
276,0
277,2
278,2
279,0
280,0
281,0
282,2
283,1
284,0
285,1
286,2
287,1
288,0
289,0
290,0
291,2
292,1
293,1
294,0
295,2
296,2
297,1
298,0
299,2
300,2
301,2
302,2
303,1
304,2
305,1
306,0
307,1
308,1
309,2
310,0
311,0
312,1
313,0
314,2
315,0
316,1
317,1
318,1
319,0
320,2
321,1
322,1
323,1
324,0
325,2
326,0
327,1
328,1
329,1
330,0
331,1
332,2
333,1
334,1
335,1
336,1
337,1
338,1
339,2
340,2
341,0
342,1
343,2
344,1
345,0
346,2
347,2
348,0
349,2
350,1
351,0
352,2
353,1
354,2
355,1
356,1
357,0
358,1
359,1
360,1
361,2
362,2
363,1
364,1
365,0
366,2
367,1
368,0
369,1
370,2
371,1
372,2
373,1
374,2
375,1
376,2
377,1
378,2
379,2
380,0
381,0
382,1
383,0
384,1
385,2
386,2
387,1
388,2
389,0
390,2
391,1
392,2
393,2
394,1
395,2
396,0
397,1
398,1
399,2
400,1
401,2
402,1
403,2
404,1
405,0
406,0
407,2
408,2
409,1
410,2
411,0
412,0
413,2
414,2
415,1
416,1
417,1
418,2
419,2
420,1
421,2
422,2
423,0
424,2
425,1
426,2
427,1
428,2
429,2
430,2
431,2
432,2
433,0
434,0
435,1
436,2
437,0
438,0
439,2
440,2
441,1
442,2
443,2
444,2
445,1
446,1
447,0
448,1
449,2
450,2
451,1
452,2
453,0
454,0
455,1
456,0
457,1
458,2
459,2
460,0
461,1
462,1
463,0
464,0
465,2
466,1
467,2
468,1
469,1
470,2
471,2
472,1
473,2
474,0
475,1
476,1
477,1
478,1
479,2
480,0
481,2
482,2
483,2
484,2
485,0
486,1
487,0
488,0
489,0
490,0
491,1
492,1
493,2
494,0
495,2
496,1
497,2
498,2
499,1
