,cluster
0,1
1,1
2,2
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,2
24,0
25,1
26,1
27,0
28,1
29,1
30,1
31,1
32,0
33,1
34,0
35,2
36,0
37,0
38,2
39,1
40,1
41,2
42,1
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,2
61,0
62,2
63,0
64,0
65,2
66,1
67,2
68,1
69,0
70,2
71,0
72,0
73,1
74,1
75,2
76,0
77,0
78,1
79,2
80,0
81,0
82,2
83,2
84,2
85,0
86,0
87,2
88,0
89,0
90,2
91,0
92,2
93,2
94,0
95,2
96,2
97,0
98,0
99,2
100,0
101,2
102,0
103,0
104,0
105,0
106,2
107,0
108,0
109,0
110,2
111,0
112,0
113,2
114,2
115,0
116,2
117,2
118,0
119,0
120,2
121,0
122,2
123,2
124,0
125,2
126,2
127,2
128,0
129,0
130,2
131,0
132,0
133,0
134,0
135,2
136,0
137,0
138,0
139,0
140,0
141,2
142,2
143,0
144,2
145,2
146,2
147,2
148,0
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,0
158,1
159,2
160,0
161,2
162,0
163,0
164,0
165,2
166,2
167,2
168,0
169,2
170,2
171,0
172,0
173,2
174,0
175,2
176,2
177,2
