,cluster
0,1
1,5
2,5
3,5
4,1
5,1
6,5
7,1
8,5
9,5
10,1
11,5
12,5
13,5
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,5
23,1
24,5
25,1
26,1
27,1
28,1
29,5
30,5
31,1
32,1
33,1
34,5
35,1
36,1
37,5
38,5
39,1
40,1
41,5
42,5
43,1
44,1
45,5
46,1
47,5
48,1
49,1
50,4
51,4
52,4
53,3
54,4
55,3
56,4
57,6
58,4
59,6
60,6
61,3
62,3
63,4
64,3
65,4
66,3
67,3
68,4
69,3
70,2
71,3
72,4
73,4
74,4
75,4
76,4
77,4
78,3
79,3
80,3
81,3
82,3
83,2
84,3
85,4
86,4
87,4
88,3
89,3
90,3
91,4
92,3
93,6
94,3
95,3
96,3
97,4
98,6
99,3
100,2
101,2
102,0
103,2
104,2
105,0
106,6
107,0
108,2
109,0
110,2
111,2
112,0
113,2
114,2
115,2
116,2
117,0
118,0
119,4
120,0
121,2
122,0
123,2
124,2
125,0
126,2
127,2
128,2
129,0
130,0
131,0
132,2
133,4
134,4
135,0
136,2
137,2
138,2
139,0
140,0
141,0
142,2
143,0
144,0
145,2
146,2
147,2
148,2
149,2
