,cluster
0,2
1,1
2,0
3,0
4,0
5,1
6,1
7,0
8,1
9,0
10,1
11,0
12,0
13,2
14,0
15,2
16,0
17,2
18,2
19,0
20,0
21,2
22,0
23,1
24,2
25,0
26,0
27,2
28,0
29,1
30,1
31,2
32,2
33,1
34,0
35,0
36,1
37,2
38,2
39,0
40,2
41,1
42,1
43,1
44,0
45,0
46,0
47,2
48,0
49,0
50,0
51,0
52,2
53,0
54,2
55,0
56,0
57,0
58,2
59,0
60,1
61,1
62,0
63,2
64,0
65,2
66,0
67,0
68,0
69,0
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,2
78,1
79,0
80,0
81,0
82,1
83,1
84,0
85,0
86,2
87,1
88,2
89,0
90,0
91,1
92,1
93,0
94,1
95,2
96,2
97,0
98,1
99,0
100,2
101,0
102,2
103,1
104,1
105,1
106,2
107,1
108,0
109,1
110,1
111,1
112,0
113,1
114,0
115,0
116,2
117,1
118,0
119,0
120,0
121,2
122,1
123,0
124,0
125,2
126,1
127,1
128,2
129,0
130,0
131,2
132,0
133,0
134,0
135,1
136,2
137,2
138,1
139,2
140,0
141,0
142,2
143,2
144,2
145,0
146,1
147,2
148,2
149,1
150,2
151,0
152,2
153,2
154,2
155,1
156,1
157,0
158,1
159,1
160,1
161,2
162,0
163,2
164,2
165,0
166,1
167,1
168,0
169,2
170,2
171,2
172,0
173,2
174,2
175,2
176,2
177,1
178,0
179,0
180,0
181,0
182,2
183,2
184,0
185,1
186,2
187,0
188,2
189,0
190,0
191,0
192,0
193,0
194,2
195,2
196,0
197,0
198,0
199,0
200,0
201,1
202,2
203,2
204,0
205,0
206,2
207,1
208,2
209,2
210,1
211,2
212,1
213,1
214,0
215,1
216,1
217,2
218,2
219,0
220,0
221,2
222,2
223,1
224,1
225,2
226,0
227,0
228,2
229,0
230,2
231,1
232,0
233,0
234,1
235,1
236,1
237,1
238,2
239,1
240,2
241,2
242,0
243,2
244,0
245,0
246,0
247,0
248,1
249,0
250,2
251,0
252,2
253,2
254,1
255,1
256,0
257,0
258,0
259,1
260,0
261,1
262,0
263,2
264,2
265,1
266,0
267,2
268,2
269,0
270,0
271,2
272,2
273,1
274,1
275,0
276,2
277,1
278,1
279,0
280,0
281,0
282,1
283,0
284,2
285,0
286,2
287,0
288,1
289,0
290,2
291,0
292,1
293,2
294,1
295,0
296,2
297,0
298,0
299,2
300,1
301,1
302,2
303,0
304,0
305,2
306,0
307,0
308,0
309,0
310,1
311,2
312,2
313,0
314,2
315,2
316,0
317,2
318,2
319,0
320,1
321,2
322,0
323,0
324,1
325,0
326,0
327,0
328,2
329,0
330,0
331,0
332,0
333,1
334,2
335,0
336,0
337,0
338,0
339,2
340,1
341,2
342,2
343,1
344,0
345,2
346,0
347,0
348,1
349,2
350,0
351,0
352,0
353,0
354,0
355,1
356,0
357,0
358,1
359,0
360,2
361,1
362,1
363,1
364,0
365,0
366,1
367,2
368,0
369,0
370,1
371,0
372,0
373,0
374,0
375,1
376,1
377,0
378,1
379,0
380,0
381,0
382,2
383,2
384,0
385,0
386,2
387,1
388,0
389,2
390,1
391,2
392,2
393,2
394,1
395,2
396,1
397,1
398,1
399,2
400,2
401,2
402,2
403,0
404,0
405,0
406,0
407,2
408,0
409,2
410,0
411,0
412,1
413,2
414,2
415,2
416,0
417,2
418,0
419,2
420,2
421,2
422,1
423,2
424,0
425,1
426,1
427,1
428,0
429,2
430,2
431,0
432,2
433,0
434,0
435,1
436,2
437,0
438,1
439,1
440,0
441,2
442,2
443,0
444,2
445,2
446,1
447,0
448,0
449,2
450,2
451,2
452,2
453,0
454,0
455,1
456,2
457,0
458,2
459,1
460,1
461,0
462,2
463,1
464,2
465,2
466,2
467,2
468,2
469,1
470,0
471,2
472,1
473,0
474,1
475,1
476,2
477,2
478,2
479,1
480,0
481,1
482,2
483,2
484,2
485,2
486,0
487,1
488,1
489,2
490,2
491,0
492,2
493,2
494,1
495,0
496,0
497,0
498,1
499,2
