,cluster
0,1
1,1
2,2
3,1
4,2
5,2
6,1
7,1
8,2
9,2
10,1
11,2
12,1
13,2
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,1
23,0
24,0
25,0
26,1
27,0
28,2
29,1
30,2
31,1
32,1
33,0
34,2
35,2
36,0
37,0
38,0
39,2
40,0
41,2
42,1
43,2
44,2
45,1
46,2
47,1
48,1
49,1
50,1
51,0
52,1
53,0
54,1
55,2
56,1
57,1
58,2
59,1
60,2
61,1
62,1
63,0
64,2
65,2
66,1
67,1
68,0
69,0
70,1
71,0
72,1
73,2
74,1
75,0
76,1
77,1
78,2
79,1
80,2
81,0
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,2
90,2
91,0
92,2
93,2
94,1
95,2
96,2
97,0
98,2
99,2
100,2
101,1
102,1
103,1
104,1
105,2
106,1
107,0
108,0
109,2
110,2
111,1
112,1
113,1
114,0
115,2
116,1
117,1
118,2
119,2
120,2
121,2
122,0
123,0
124,2
125,2
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,2
134,1
135,2
136,2
137,1
138,2
139,1
140,2
141,1
142,2
143,0
144,0
145,0
146,1
147,1
148,2
149,0
150,1
151,2
152,2
153,2
154,1
155,2
156,2
157,2
158,1
159,1
160,0
161,2
162,2
163,2
164,1
165,1
166,2
167,0
168,1
169,0
170,2
171,1
172,0
173,1
174,1
175,2
176,1
177,2
178,1
179,2
180,2
181,0
182,1
183,0
184,2
185,2
186,0
187,0
188,1
189,2
190,0
191,2
192,2
193,0
194,2
195,0
196,2
197,2
198,0
199,0
200,2
201,0
202,0
203,2
204,1
205,2
206,2
207,1
208,0
209,0
210,2
211,0
212,0
213,1
214,1
215,0
216,2
217,2
218,2
219,0
220,0
221,2
222,2
223,1
224,0
225,0
226,2
227,1
228,1
229,0
230,1
231,2
232,2
233,2
234,2
235,1
236,1
237,2
238,2
239,2
240,2
241,1
242,0
243,2
244,1
245,2
246,1
247,1
248,1
249,0
250,0
251,1
252,0
253,1
254,2
255,2
256,0
257,1
258,2
259,2
260,2
261,1
262,2
263,1
264,0
265,1
266,1
267,1
268,2
269,1
270,2
271,1
272,0
273,0
274,2
275,2
276,0
277,0
278,0
279,0
280,0
281,2
282,2
283,1
284,0
285,1
286,2
287,1
288,2
289,0
290,0
291,2
292,1
293,1
294,2
295,2
296,0
297,1
298,2
299,2
300,0
301,0
302,2
303,1
304,2
305,1
306,0
307,1
308,1
309,2
310,0
311,0
312,1
313,0
314,2
315,2
316,1
317,2
318,1
319,0
320,2
321,1
322,1
323,1
324,0
325,2
326,0
327,1
328,1
329,1
330,0
331,1
332,0
333,1
334,1
335,1
336,1
337,1
338,2
339,2
340,2
341,0
342,1
343,2
344,1
345,2
346,1
347,2
348,2
349,0
350,1
351,2
352,0
353,1
354,2
355,1
356,1
357,0
358,1
359,1
360,1
361,2
362,2
363,1
364,1
365,2
366,2
367,1
368,0
369,1
370,0
371,1
372,0
373,1
374,2
375,1
376,0
377,1
378,2
379,0
380,0
381,2
382,1
383,0
384,1
385,2
386,2
387,1
388,0
389,0
390,0
391,2
392,2
393,2
394,1
395,0
396,2
397,1
398,1
399,2
400,1
401,0
402,1
403,0
404,1
405,0
406,2
407,2
408,0
409,1
410,2
411,2
412,2
413,0
414,0
415,1
416,1
417,1
418,2
419,2
420,1
421,0
422,2
423,2
424,0
425,1
426,0
427,1
428,2
429,2
430,2
431,2
432,2
433,0
434,0
435,1
436,2
437,2
438,2
439,0
440,2
441,1
442,0
443,2
444,0
445,1
446,1
447,0
448,1
449,2
450,2
451,1
452,2
453,2
454,2
455,1
456,0
457,1
458,2
459,2
460,0
461,1
462,1
463,2
464,2
465,2
466,1
467,2
468,1
469,1
470,0
471,2
472,1
473,2
474,0
475,1
476,1
477,1
478,1
479,2
480,2
481,0
482,2
483,2
484,2
485,0
486,1
487,2
488,0
489,0
490,2
491,1
492,1
493,2
494,0
495,2
496,1
497,0
498,0
499,1
