,cluster
0,2
1,0
2,2
3,0
4,1
5,1
6,2
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,0
16,0
17,2
18,0
19,1
20,0
21,2
22,1
23,2
24,2
25,2
26,0
27,1
28,1
29,0
30,1
31,2
32,0
33,2
34,2
35,1
36,1
37,1
38,1
39,1
40,1
41,2
42,0
43,1
44,1
45,2
46,1
47,0
48,2
49,0
50,2
51,2
52,1
53,2
54,0
55,1
56,2
57,0
58,1
59,0
60,1
61,0
62,0
63,2
64,2
65,1
66,0
67,2
68,2
69,2
70,2
71,1
72,2
73,1
74,0
75,2
76,0
77,0
78,2
79,2
80,1
81,1
82,0
83,2
84,0
85,0
86,0
87,2
88,2
89,1
90,1
91,2
92,1
93,1
94,1
95,2
96,1
97,1
98,1
99,2
100,1
101,2
102,0
103,0
104,2
105,1
106,0
107,0
108,0
109,1
110,0
111,0
112,2
113,0
114,2
115,1
116,0
117,1
118,1
119,1
120,1
121,2
122,0
123,2
124,1
125,1
126,1
127,2
128,0
129,0
130,1
131,2
132,2
133,1
134,2
135,1
136,1
137,2
138,1
139,2
140,0
141,2
142,1
143,0
144,2
145,2
146,0
147,1
148,1
149,2
150,0
151,2
152,1
153,1
154,2
155,1
156,1
157,1
158,2
159,2
160,0
161,1
162,1
163,1
164,0
165,0
166,1
167,1
168,0
169,1
170,1
171,2
172,2
173,2
174,0
175,1
176,1
177,1
178,2
179,2
180,1
181,1
182,0
183,2
184,2
185,2
186,0
187,1
188,0
189,1
190,1
191,1
192,1
193,0
194,1
195,1
196,1
197,1
198,0
199,2
200,1
201,1
202,1
203,1
204,0
205,1
206,1
207,2
208,0
209,2
210,1
211,1
212,1
213,0
214,2
215,1
216,1
217,1
218,1
219,0
220,2
221,0
222,1
223,2
224,0
225,0
226,1
227,2
228,2
229,1
230,2
231,1
232,1
233,1
234,1
235,0
236,2
237,1
238,1
239,0
240,1
241,2
242,0
243,1
244,2
245,1
246,2
247,2
248,2
249,0
250,2
251,1
252,2
253,0
254,1
255,1
256,2
257,0
258,1
259,1
260,2
261,0
262,1
263,2
264,0
265,0
266,2
267,2
268,1
269,2
270,1
271,2
272,2
273,2
274,2
275,1
276,2
277,1
278,1
279,2
280,2
281,2
282,1
283,2
284,0
285,2
286,0
287,1
288,1
289,2
290,2
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,1
299,1
300,1
301,1
302,1
303,2
304,1
305,0
306,0
307,2
308,2
309,1
310,0
311,2
312,1
313,1
314,1
315,1
316,0
317,1
318,2
319,1
320,1
321,0
322,0
323,1
324,1
325,1
326,0
327,0
328,1
329,2
330,1
331,2
332,2
333,0
334,0
335,2
336,0
337,2
338,1
339,1
340,1
341,1
342,2
343,2
344,2
345,1
346,1
347,1
348,1
349,0
350,0
351,2
352,2
353,2
354,1
355,2
356,0
357,0
358,0
359,2
360,2
361,1
362,1
363,2
364,2
365,0
366,1
367,2
368,1
369,2
370,0
371,0
372,2
373,0
374,1
375,0
376,2
377,2
378,0
379,1
380,2
381,1
382,2
383,0
384,0
385,1
386,1
387,0
388,1
389,1
390,2
391,1
392,1
393,2
394,2
395,2
396,1
397,2
398,0
399,1
400,0
401,2
402,2
403,2
404,2
405,1
406,1
407,1
408,2
409,0
410,1
411,1
412,1
413,2
414,2
415,0
416,0
417,2
418,1
419,1
420,1
421,1
422,0
423,1
424,0
425,2
426,1
427,0
428,1
429,1
430,1
431,1
432,1
433,0
434,2
435,2
436,2
437,2
438,1
439,1
440,1
441,1
442,0
443,2
444,1
445,1
446,2
447,0
448,2
449,1
450,1
451,0
452,1
453,1
454,1
455,2
456,1
457,2
458,1
459,0
460,1
461,0
462,2
463,1
464,1
465,1
466,2
467,1
468,2
469,0
470,2
471,1
472,2
473,1
474,2
475,0
476,2
477,2
478,2
479,1
480,1
481,2
482,1
483,1
484,1
485,2
486,2
487,1
488,1
489,2
490,1
491,2
492,2
493,1
494,0
495,1
496,2
497,1
498,1
499,0
