,cluster
0,2
1,0
2,2
3,0
4,1
5,0
6,2
7,0
8,1
9,2
10,0
11,1
12,2
13,2
14,2
15,0
16,1
17,0
18,2
19,0
20,2
21,0
22,0
23,0
24,2
25,0
26,1
27,0
28,2
29,1
30,2
31,1
32,0
33,2
34,0
35,2
36,2
37,2
38,1
39,0
40,2
41,0
42,2
43,2
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,0
52,0
53,2
54,2
55,0
56,0
57,2
58,1
59,1
60,2
61,2
62,2
63,2
64,0
65,1
66,2
67,2
68,2
69,2
70,0
71,2
72,1
73,2
74,0
75,2
76,2
77,2
78,1
79,0
80,2
81,1
82,2
83,1
84,0
85,0
86,0
87,2
88,0
89,2
90,2
91,1
92,0
93,0
94,2
95,2
96,2
97,0
98,2
99,1
100,2
101,1
102,1
103,2
104,0
105,2
106,1
107,1
108,2
109,1
110,0
111,0
112,1
113,2
114,0
115,0
116,0
117,2
118,0
119,2
120,2
121,0
122,1
123,0
124,1
125,0
126,0
127,2
128,2
129,2
130,1
131,0
132,2
133,0
134,0
135,0
136,0
137,0
138,1
139,0
140,2
141,2
142,0
143,1
144,2
145,0
146,0
147,1
148,2
149,1
