,cluster
0,1
1,1
2,0
3,1
4,0
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,0
22,0
23,1
24,0
25,2
26,1
27,0
28,2
29,1
30,1
31,1
32,0
33,1
34,1
35,0
36,0
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,0
45,2
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,1
66,1
67,1
68,1
69,0
70,1
71,2
72,2
73,2
74,0
75,1
76,1
77,1
78,0
79,1
80,0
81,0
82,0
83,2
84,0
85,0
86,2
87,0
88,0
89,0
90,0
91,2
92,0
93,0
94,0
95,1
96,0
97,1
98,0
99,2
100,0
101,2
102,1
103,0
104,0
105,2
106,2
107,1
108,0
109,1
110,1
111,2
112,0
113,0
114,0
115,0
116,0
117,1
118,0
119,0
120,1
121,2
122,2
123,2
124,2
125,2
126,0
127,2
128,0
129,0
130,0
131,0
132,0
133,1
134,1
135,2
136,0
137,2
138,2
139,2
140,2
141,1
142,0
143,0
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,0
153,1
154,0
155,2
156,2
157,2
158,2
159,2
160,0
161,2
162,0
163,0
164,2
165,2
166,2
167,2
168,2
169,2
170,0
171,0
172,2
173,2
174,2
175,2
176,2
177,2
