,cluster
0,0
1,1
2,0
3,0
4,0
5,1
6,0
7,1
8,1
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,1
18,1
19,0
20,1
21,1
22,1
23,1
24,0
25,1
26,0
27,1
28,1
29,1
30,1
31,0
32,0
33,1
34,0
35,0
36,1
37,0
38,1
39,1
40,1
41,0
42,0
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,1
52,0
53,1
54,1
55,1
56,1
57,0
58,0
59,1
60,1
61,1
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,0
70,0
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,0
79,1
80,1
81,1
82,0
83,1
84,1
85,0
86,1
87,1
88,0
89,0
90,0
91,1
92,1
93,1
94,0
95,0
96,1
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,1
107,0
108,0
109,0
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,0
120,1
121,0
122,0
123,0
124,1
125,0
126,1
127,1
128,0
129,0
130,1
131,0
132,0
133,1
134,1
135,0
136,0
137,0
138,1
139,1
140,0
141,0
142,1
143,0
144,0
145,0
146,1
147,0
148,0
149,0
