,cluster
0,2
1,0
2,0
3,0
4,2
5,0
6,2
7,0
8,1
9,0
10,2
11,2
12,2
13,0
14,2
15,1
16,1
17,1
18,0
19,1
20,2
21,1
22,2
23,0
24,2
25,0
26,2
27,0
28,2
29,0
30,0
31,0
32,2
33,0
34,1
35,2
36,2
37,0
38,2
39,1
40,0
41,0
42,2
43,0
44,0
45,2
46,0
47,2
48,2
49,1
50,1
51,0
52,1
53,2
54,0
55,2
56,1
57,0
58,0
59,2
60,0
61,1
62,2
63,2
64,0
65,2
66,0
67,0
68,0
69,1
70,1
71,0
72,2
73,1
74,2
75,2
76,2
77,2
78,2
79,1
80,0
81,0
82,0
83,2
84,0
85,0
86,1
87,0
88,2
89,0
90,2
91,2
92,0
93,2
94,0
95,2
96,0
97,1
98,1
99,1
100,2
101,1
102,0
103,2
104,2
105,2
106,2
107,1
108,0
109,1
110,1
111,0
112,2
113,0
114,1
115,2
116,2
117,0
118,1
119,2
120,0
121,0
122,2
123,2
124,2
125,2
126,1
127,2
128,2
129,1
130,0
131,1
132,0
133,2
134,2
135,0
136,1
137,1
138,0
139,0
140,2
141,1
142,0
143,2
144,2
145,1
146,2
147,1
148,0
149,2
150,2
151,1
152,2
153,2
154,0
155,2
156,0
157,0
158,0
159,0
160,1
161,0
162,1
163,2
164,0
165,0
166,1
167,1
168,1
169,2
170,2
171,1
172,0
173,1
174,2
175,2
176,1
177,1
178,2
179,0
180,2
181,2
182,2
183,0
184,1
185,1
186,0
187,0
188,0
189,2
190,2
191,2
192,2
193,0
194,0
195,2
196,2
197,1
198,2
199,2
200,0
201,2
202,0
203,1
204,1
205,1
206,1
207,2
208,1
209,0
210,1
211,0
212,0
213,1
214,2
215,0
216,2
217,1
218,1
219,1
220,2
221,1
222,0
223,0
224,0
225,1
226,1
227,1
228,2
229,2
230,1
231,0
232,0
233,2
234,1
235,1
236,0
237,1
238,0
239,0
240,2
241,0
242,0
243,1
244,1
245,0
246,2
247,2
248,1
249,1
250,2
251,0
252,0
253,2
254,1
255,1
256,0
257,2
258,2
259,2
260,1
261,1
262,1
263,1
264,2
265,2
266,1
267,2
268,2
269,2
270,0
271,2
272,2
273,1
274,0
275,1
276,2
277,2
278,0
279,2
280,0
281,2
282,2
283,1
284,0
285,0
286,0
287,2
288,2
289,1
290,2
291,1
292,1
293,0
294,2
295,2
296,0
297,2
298,0
299,0
300,0
301,1
302,1
303,0
304,1
305,0
306,0
307,0
308,0
309,2
310,0
311,2
312,2
313,2
314,1
315,1
316,1
317,1
318,2
319,1
320,0
321,2
322,1
323,0
324,0
325,1
326,2
327,2
328,2
329,0
330,2
331,1
332,1
333,2
334,2
335,1
336,0
337,2
338,2
339,0
340,1
341,1
342,1
343,1
344,0
345,0
346,2
347,1
348,0
349,1
350,0
351,1
352,2
353,1
354,0
355,2
356,1
357,2
358,0
359,1
360,2
361,1
362,0
363,1
364,0
365,0
366,2
367,1
368,1
369,1
370,1
371,1
372,2
373,0
374,0
375,1
376,2
377,1
378,0
379,1
380,0
381,2
382,1
383,2
384,2
385,1
386,0
387,2
388,2
389,0
390,1
391,0
392,1
393,0
394,2
395,2
396,1
397,1
398,1
399,2
400,1
401,1
402,2
403,1
404,2
405,2
406,0
407,0
408,2
409,2
410,2
411,0
412,0
413,1
414,0
415,1
416,2
417,0
418,1
419,1
420,0
421,2
422,1
423,1
424,0
425,0
426,0
427,2
428,0
429,2
430,2
431,2
432,2
433,2
434,0
435,1
436,1
437,1
438,0
439,2
440,2
441,2
442,2
443,0
444,1
445,0
446,2
447,0
448,2
449,2
450,2
451,2
452,0
453,2
454,1
455,0
456,1
457,1
458,2
459,0
460,0
461,0
462,1
463,1
464,2
465,2
466,2
467,0
468,1
469,2
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,1
478,2
479,1
480,0
481,0
482,2
483,2
484,2
485,1
486,2
487,2
488,0
489,1
490,0
491,2
492,1
493,1
494,2
495,2
496,2
497,0
498,0
499,2
500,1
501,0
502,1
503,2
504,2
505,0
506,1
507,2
508,0
509,1
510,2
511,2
512,1
513,0
514,1
515,1
516,0
517,0
518,0
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,0
527,0
528,1
529,2
530,2
531,2
532,2
533,0
534,1
535,2
536,2
537,1
538,1
539,1
540,0
541,1
542,2
543,0
544,2
545,0
546,2
547,2
548,2
549,2
550,0
551,0
552,2
553,0
554,0
555,2
556,2
557,2
558,2
559,1
560,2
561,2
562,1
563,0
564,1
565,0
566,0
567,0
568,0
569,0
570,1
571,2
572,0
573,1
574,2
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,2
584,2
585,1
586,0
587,1
588,1
589,0
590,1
591,1
592,2
593,1
594,2
595,1
596,0
597,1
598,2
599,0
600,1
601,0
602,1
603,1
604,0
605,1
606,1
607,2
608,0
609,0
610,1
611,2
612,2
613,2
614,2
615,2
616,2
617,1
618,0
619,1
620,2
621,2
622,2
623,2
624,1
625,1
626,1
627,1
628,2
629,0
630,0
631,1
632,0
633,1
634,1
635,1
636,2
637,1
638,1
639,2
640,0
641,2
642,0
643,1
644,1
645,0
646,1
647,1
648,2
649,0
650,0
651,0
652,0
653,0
654,1
655,2
656,2
657,0
658,2
659,0
660,0
661,1
662,1
663,0
664,1
665,0
666,2
667,1
668,2
669,2
670,1
671,0
672,0
673,2
674,1
675,2
676,2
677,1
678,2
679,0
680,2
681,1
682,0
683,2
684,2
685,0
686,2
687,1
688,2
689,0
690,0
691,2
692,2
693,0
694,2
695,2
696,1
697,2
698,2
699,2
700,2
701,1
702,0
703,0
704,2
705,2
706,1
707,0
708,1
709,1
710,2
711,2
712,1
713,2
714,1
715,1
716,2
717,1
718,0
719,2
720,1
721,1
722,0
723,1
724,2
725,0
726,1
727,0
728,0
729,2
730,1
731,0
732,1
733,1
734,1
735,2
736,1
737,0
738,0
739,1
740,2
741,0
742,0
743,1
744,2
745,1
746,0
747,0
748,1
749,1
750,0
751,0
752,1
753,0
754,0
755,2
756,2
757,1
758,1
759,1
760,2
761,2
762,2
763,0
764,2
765,2
766,0
767,0
768,0
769,1
770,0
771,1
772,1
773,2
774,1
775,0
776,2
777,2
778,1
779,0
780,1
781,2
782,1
783,2
784,0
785,0
786,1
787,1
788,0
789,1
790,1
791,1
792,2
793,2
794,1
795,0
796,1
797,0
798,1
799,1
800,2
801,1
802,0
803,2
804,1
805,0
806,0
807,1
808,0
809,1
810,2
811,2
812,0
813,2
814,2
815,1
816,2
817,1
818,1
819,0
820,0
821,1
822,1
823,1
824,2
825,0
826,2
827,2
828,1
829,2
830,0
831,2
832,0
833,0
834,2
835,1
836,2
837,1
838,1
839,2
840,0
841,1
842,1
843,2
844,1
845,1
846,1
847,0
848,2
849,2
850,1
851,0
852,2
853,0
854,1
855,2
856,1
857,2
858,1
859,2
860,2
861,1
862,0
863,1
864,0
865,1
866,0
867,0
868,2
869,1
870,0
871,0
872,2
873,1
874,1
875,1
876,1
877,0
878,2
879,2
880,2
881,1
882,0
883,1
884,1
885,2
886,1
887,2
888,0
889,0
890,2
891,2
892,1
893,2
894,0
895,0
896,1
897,0
898,0
899,1
900,2
901,0
902,0
903,1
904,2
905,0
906,0
907,1
908,2
909,2
910,0
911,1
912,1
913,1
914,0
915,2
916,0
917,1
918,1
919,2
920,0
921,0
922,1
923,1
924,0
925,2
926,2
927,1
928,1
929,2
930,0
931,2
932,1
933,0
934,0
935,0
936,1
937,2
938,0
939,1
940,2
941,1
942,2
943,1
944,2
945,2
946,0
947,2
948,2
949,1
950,1
951,0
952,0
953,1
954,0
955,2
956,2
957,0
958,2
959,0
960,2
961,2
962,2
963,2
964,1
965,1
966,2
967,0
968,1
969,2
970,2
971,1
972,1
973,2
974,2
975,2
976,0
977,1
978,1
979,2
980,0
981,2
982,1
983,1
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,0
992,2
993,2
994,0
995,1
996,1
997,1
998,0
999,0
1000,1
1001,2
1002,2
1003,0
1004,1
1005,1
1006,2
1007,0
1008,0
1009,1
1010,0
1011,1
1012,0
1013,2
1014,0
1015,2
1016,1
1017,2
1018,1
1019,1
1020,1
1021,0
1022,2
1023,2
1024,1
1025,2
1026,2
1027,1
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,2
1035,2
1036,1
1037,1
1038,0
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,1
1046,2
1047,0
1048,2
1049,1
1050,1
1051,1
1052,1
1053,2
1054,0
1055,2
1056,1
1057,2
1058,0
1059,2
1060,2
1061,2
1062,2
1063,1
1064,1
1065,0
1066,1
1067,0
1068,1
1069,1
1070,0
1071,0
1072,1
1073,1
1074,2
1075,2
1076,1
1077,1
1078,0
1079,2
1080,0
1081,1
1082,0
1083,2
1084,1
1085,0
1086,0
1087,1
1088,0
1089,0
1090,2
1091,2
1092,2
1093,0
1094,0
1095,0
1096,1
1097,2
1098,2
1099,1
1100,0
1101,0
1102,2
1103,2
1104,0
1105,2
1106,2
1107,2
1108,1
1109,2
1110,0
1111,2
1112,1
1113,2
1114,2
1115,0
1116,1
1117,0
1118,1
1119,1
1120,1
1121,2
1122,0
1123,0
1124,0
1125,1
1126,1
1127,2
1128,2
1129,1
1130,2
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1137,1
1138,2
1139,0
1140,0
1141,1
1142,0
1143,2
1144,2
1145,1
1146,0
1147,2
1148,0
1149,0
1150,1
1151,2
1152,2
1153,1
1154,0
1155,1
1156,2
1157,2
1158,0
