,cluster
0,1
1,1
2,1
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,0
22,1
23,2
24,2
25,1
26,1
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,0
36,1
37,1
38,1
39,2
40,1
41,1
42,1
43,2
44,0
45,2
46,2
47,1
48,2
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,2
60,2
61,0
62,2
63,1
64,2
65,0
66,1
67,2
68,1
69,0
70,2
71,2
72,2
73,1
74,1
75,2
76,1
77,0
78,1
79,2
80,0
81,1
82,0
83,2
84,0
85,0
86,2
87,2
88,0
89,0
90,0
91,0
92,2
93,0
94,0
95,0
96,2
97,0
98,2
99,2
100,1
101,2
102,0
103,0
104,0
105,0
106,0
107,2
108,2
109,0
110,2
111,2
112,0
113,0
114,0
115,0
116,0
117,2
118,0
119,2
120,0
121,2
122,2
123,0
124,2
125,2
126,0
127,0
128,2
129,0
130,1
131,0
132,2
133,0
134,2
135,0
136,0
137,2
138,0
139,0
140,2
141,2
142,0
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,0
153,2
154,2
155,2
156,2
157,0
158,2
159,2
160,2
161,0
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,1
177,2
