,cluster
0,1
1,2
2,0
3,2
4,2
5,2
6,0
7,0
8,2
9,2
10,2
11,0
12,2
13,1
14,2
15,1
16,0
17,1
18,1
19,0
20,2
21,1
22,2
23,2
24,1
25,0
26,0
27,1
28,0
29,0
30,0
31,1
32,1
33,2
34,0
35,0
36,2
37,1
38,1
39,2
40,1
41,2
42,2
43,0
44,2
45,2
46,0
47,1
48,0
49,2
50,0
51,2
52,1
53,2
54,1
55,2
56,0
57,0
58,1
59,0
60,0
61,0
62,2
63,1
64,0
65,1
66,2
67,2
68,2
69,0
70,0
71,2
72,0
73,0
74,0
75,0
76,2
77,1
78,2
79,2
80,2
81,2
82,0
83,2
84,0
85,0
86,1
87,2
88,1
89,2
90,0
91,2
92,0
93,2
94,0
95,1
96,1
97,2
98,2
99,2
100,1
101,2
102,1
103,0
104,0
105,2
106,1
107,0
108,0
109,0
110,0
111,2
112,2
113,2
114,0
115,0
116,1
117,0
118,0
119,0
120,2
121,1
122,2
123,2
124,2
125,1
126,2
127,2
128,1
129,2
130,2
131,1
132,0
133,2
134,0
135,2
136,1
137,1
138,2
139,0
140,2
141,2
142,1
143,1
144,1
145,0
146,2
147,1
148,1
149,0
150,1
151,0
152,1
153,1
154,1
155,2
156,0
157,2
158,0
159,2
160,2
161,1
162,2
163,1
164,1
165,0
166,0
167,2
168,2
169,1
170,1
171,1
172,2
173,1
174,1
175,1
176,1
177,2
178,0
179,0
180,0
181,2
182,1
183,1
184,0
185,0
186,1
187,0
188,1
189,2
190,2
191,2
192,0
193,0
194,1
195,1
196,0
197,0
198,0
199,0
200,2
201,0
202,1
203,1
204,2
205,2
206,1
207,0
208,1
209,1
210,2
211,1
212,0
213,2
214,0
215,0
216,0
217,1
218,1
219,2
220,2
221,1
222,1
223,0
224,0
225,1
226,2
227,2
228,1
229,0
230,1
231,0
232,2
233,2
234,2
235,0
236,2
237,0
238,1
239,2
240,1
241,1
242,0
243,1
244,2
245,0
246,0
247,0
248,2
249,0
250,0
251,0
252,1
253,1
254,0
255,2
256,2
257,2
258,2
259,0
260,0
261,0
262,0
263,1
264,1
265,2
266,2
267,1
268,1
269,2
270,0
271,1
272,1
273,0
274,0
275,2
276,1
277,0
278,2
279,2
280,2
281,2
282,2
283,2
284,1
285,2
286,1
287,2
288,2
289,0
290,1
291,2
292,0
293,1
294,2
295,2
296,1
297,2
298,2
299,1
300,0
301,0
302,1
303,2
304,0
305,1
306,2
307,2
308,0
309,0
310,2
311,1
312,1
313,2
314,1
315,1
316,2
317,1
318,1
319,0
320,0
321,1
322,2
323,0
324,2
325,0
326,0
327,0
328,1
329,2
330,2
331,2
332,2
333,2
334,1
335,0
336,0
337,2
338,0
339,1
340,0
341,1
342,1
343,0
344,2
345,1
346,2
347,0
348,0
349,1
350,2
351,2
352,2
353,2
354,2
355,2
356,2
357,0
358,0
359,2
360,1
361,0
362,0
363,2
364,0
365,2
366,2
367,1
368,0
369,0
370,2
371,2
372,0
373,0
374,2
375,0
376,2
377,2
378,2
379,0
380,2
381,0
382,1
383,1
384,0
385,0
386,1
387,0
388,2
389,1
390,0
391,1
392,1
393,1
394,2
395,1
396,0
397,0
398,2
399,1
400,1
401,1
402,1
403,2
404,0
405,2
406,0
407,1
408,0
409,1
410,2
411,0
412,0
413,1
414,1
415,1
416,2
417,1
418,0
419,1
420,1
421,1
422,0
423,1
424,0
425,2
426,0
427,2
428,0
429,1
430,1
431,2
432,1
433,0
434,0
435,0
436,1
437,2
438,0
439,2
440,0
441,1
442,1
443,0
444,1
445,1
446,0
447,2
448,0
449,1
450,1
451,1
452,1
453,0
454,2
455,2
456,1
457,2
458,1
459,0
460,2
461,2
462,1
463,2
464,1
465,1
466,1
467,1
468,1
469,2
470,2
471,1
472,2
473,0
474,2
475,0
476,1
477,1
478,1
479,2
480,0
481,0
482,1
483,1
484,1
485,1
486,2
487,2
488,0
489,1
490,1
491,2
492,1
493,2
494,2
495,2
496,0
497,0
498,0
499,1
