,cluster
0,1
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,2
20,1
21,1
22,1
23,0
24,0
25,1
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,1
34,1
35,2
36,1
37,2
38,1
39,1
40,1
41,0
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,2
61,0
62,1
63,1
64,2
65,2
66,1
67,2
68,2
69,1
70,2
71,0
72,1
73,0
74,0
75,2
76,2
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,0
85,1
86,0
87,0
88,0
89,0
90,0
91,2
92,2
93,0
94,2
95,1
96,2
97,0
98,1
99,0
100,0
101,0
102,2
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,2
111,2
112,2
113,0
114,0
115,0
116,0
117,0
118,2
119,0
120,2
121,2
122,0
123,0
124,2
125,0
126,2
127,2
128,0
129,2
130,0
131,1
132,0
133,2
134,0
135,2
136,0
137,2
138,0
139,0
140,2
141,1
142,2
143,0
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,0
158,2
159,2
160,0
161,1
162,0
163,1
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,1
177,2
