,cluster
0,0
1,2
2,0
3,2
4,0
5,2
6,1
7,2
8,1
9,1
10,2
11,0
12,1
13,1
14,1
15,2
16,2
17,2
18,1
19,1
20,1
21,2
22,2
23,2
24,1
25,2
26,2
27,2
28,1
29,0
30,2
31,1
32,2
33,1
34,2
35,1
36,1
37,1
38,2
39,2
40,1
41,1
42,1
43,1
44,1
45,2
46,2
47,0
48,2
49,2
50,0
51,2
52,2
53,1
54,1
55,1
56,2
57,1
58,2
59,0
60,1
61,0
62,1
63,1
64,2
65,0
66,1
67,1
68,1
69,1
70,2
71,1
72,2
73,1
74,2
75,1
76,1
77,1
78,0
79,2
80,1
81,0
82,1
83,2
84,2
85,2
86,2
87,0
88,2
89,1
90,0
91,0
92,2
93,2
94,1
95,1
96,1
97,2
98,0
99,0
100,1
101,2
102,0
103,1
104,2
105,2
106,0
107,0
108,1
109,0
110,2
111,1
112,1
113,1
114,2
115,2
116,1
117,1
118,2
119,0
120,1
121,1
122,1
123,2
124,1
125,2
126,2
127,1
128,1
129,1
130,1
131,2
132,1
133,2
134,2
135,2
136,2
137,2
138,0
139,2
140,1
141,1
142,2
143,1
144,1
145,2
146,2
147,2
148,1
149,2
