,cluster
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,1
9,2
10,2
11,2
12,2
13,2
14,2
15,1
16,1
17,1
18,2
19,1
20,2
21,1
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,1
35,2
36,2
37,2
38,2
39,1
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,1
50,1
51,2
52,1
53,0
54,2
55,2
56,1
57,2
58,2
59,2
60,2
61,1
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,1
70,1
71,2
72,2
73,1
74,2
75,2
76,2
77,2
78,2
79,1
80,2
81,2
82,2
83,2
84,2
85,2
86,1
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,1
98,1
99,1
100,2
101,1
102,2
103,2
104,2
105,2
106,2
107,1
108,2
109,1
110,1
111,2
112,2
113,2
114,1
115,2
116,2
117,2
118,1
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,1
127,2
128,2
129,1
130,2
131,1
132,2
133,2
134,2
135,2
136,1
137,1
138,2
139,2
140,2
141,1
142,2
143,2
144,2
145,1
146,2
147,1
148,2
149,2
150,2
151,1
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,1
161,2
162,1
163,2
164,2
165,2
166,1
167,1
168,1
169,2
170,2
171,1
172,2
173,1
174,2
175,2
176,1
177,1
178,2
179,2
180,2
181,2
182,2
183,2
184,1
185,1
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,1
198,2
199,2
200,2
201,2
202,2
203,1
204,1
205,1
206,1
207,2
208,1
209,2
210,1
211,2
212,2
213,1
214,2
215,2
216,2
217,1
218,1
219,1
220,2
221,1
222,2
223,2
224,2
225,1
226,1
227,1
228,2
229,2
230,1
231,2
232,2
233,2
234,1
235,1
236,2
237,1
238,2
239,2
240,2
241,2
242,2
243,1
244,1
245,2
246,2
247,2
248,1
249,1
250,2
251,2
252,2
253,2
254,1
255,1
256,2
257,2
258,2
259,2
260,1
261,1
262,1
263,1
264,2
265,2
266,1
267,2
268,2
269,2
270,2
271,2
272,2
273,1
274,2
275,1
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,1
284,2
285,2
286,2
287,2
288,2
289,1
290,2
291,1
292,1
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,1
302,1
303,2
304,1
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,1
315,1
316,1
317,1
318,2
319,1
320,2
321,2
322,1
323,2
324,2
325,1
326,2
327,2
328,2
329,2
330,2
331,1
332,1
333,2
334,2
335,1
336,2
337,2
338,2
339,2
340,1
341,1
342,1
343,1
344,2
345,2
346,2
347,1
348,2
349,1
350,2
351,1
352,2
353,1
354,2
355,2
356,1
357,2
358,2
359,1
360,2
361,1
362,2
363,1
364,0
365,2
366,2
367,1
368,1
369,1
370,1
371,1
372,2
373,2
374,2
375,1
376,2
377,1
378,2
379,1
380,2
381,2
382,1
383,2
384,2
385,1
386,2
387,2
388,2
389,2
390,1
391,2
392,1
393,2
394,2
395,2
396,1
397,1
398,1
399,2
400,1
401,1
402,2
403,1
404,2
405,2
406,2
407,2
408,2
409,2
410,2
411,2
412,2
413,1
414,2
415,1
416,2
417,2
418,1
419,1
420,2
421,2
422,1
423,1
424,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,1
436,1
437,1
438,2
439,2
440,2
441,2
442,2
443,2
444,1
445,2
446,2
447,2
448,2
449,2
450,2
451,2
452,2
453,2
454,1
455,2
456,1
457,1
458,2
459,2
460,2
461,2
462,1
463,1
464,2
465,2
466,2
467,2
468,1
469,2
470,2
471,2
472,1
473,2
474,1
475,2
476,2
477,1
478,2
479,1
480,2
481,2
482,2
483,2
484,2
485,1
486,2
487,2
488,2
489,1
490,2
491,2
492,1
493,1
494,2
495,2
496,2
497,2
498,2
499,2
500,1
501,2
502,1
503,2
504,2
505,2
506,1
507,2
508,2
509,1
510,2
511,2
512,1
513,2
514,1
515,1
516,2
517,2
518,2
519,1
520,1
521,1
522,1
523,2
524,1
525,1
526,2
527,2
528,1
529,2
530,2
531,2
532,2
533,2
534,1
535,2
536,2
537,1
538,1
539,1
540,2
541,1
542,2
543,2
544,2
545,2
546,2
