,cluster
0,1
1,1
2,2
3,1
4,2
5,2
6,1
7,1
8,1
9,2
10,1
11,0
12,1
13,2
14,2
15,1
16,0
17,1
18,1
19,2
20,1
21,0
22,2
23,2
24,2
25,2
26,1
27,0
28,2
29,1
30,2
31,1
32,1
33,0
34,2
35,2
36,0
37,0
38,0
39,1
40,2
41,2
42,1
43,2
44,2
45,1
46,0
47,1
48,1
49,1
50,1
51,0
52,1
53,0
54,1
55,0
56,1
57,1
58,2
59,1
60,2
61,1
62,1
63,2
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,2
72,1
73,2
74,1
75,0
76,1
77,1
78,0
79,1
80,2
81,2
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,0
90,2
91,0
92,2
93,0
94,1
95,0
96,0
97,2
98,2
99,0
100,2
101,1
102,1
103,1
104,1
105,0
106,1
107,0
108,2
109,0
110,2
111,1
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,2
120,2
121,0
122,2
123,2
124,2
125,2
126,0
127,1
128,1
129,2
130,1
131,2
132,1
133,2
134,1
135,2
136,2
137,1
138,2
139,1
140,0
141,1
142,2
143,2
144,2
145,0
146,2
147,1
148,2
149,0
150,1
151,2
152,2
153,1
154,1
155,2
156,0
157,2
158,1
159,1
160,0
161,0
162,2
163,0
164,1
165,1
166,2
167,0
168,1
169,2
170,2
171,1
172,0
173,1
174,1
175,2
176,1
177,0
178,1
179,2
180,2
181,2
182,1
183,2
184,2
185,2
186,2
187,0
188,1
189,0
190,0
191,2
192,2
193,2
194,2
195,2
196,0
197,2
198,2
199,2
200,2
201,0
202,2
203,2
204,1
205,2
206,2
207,1
208,0
209,0
210,2
211,0
212,0
213,1
214,1
215,2
216,2
217,1
218,0
219,2
220,0
221,0
222,2
223,1
224,0
225,0
226,0
227,1
228,1
229,2
230,1
231,2
232,2
233,2
234,1
235,1
236,1
237,0
238,2
239,2
240,0
241,1
242,0
243,2
244,1
245,2
246,1
247,1
248,1
249,0
250,0
251,1
252,0
253,1
254,2
255,0
256,1
257,1
258,1
259,2
260,2
261,1
262,2
263,1
264,0
265,1
266,1
267,1
268,2
269,1
270,2
271,1
272,0
273,2
274,2
275,0
276,0
277,2
278,2
279,2
280,0
281,2
282,2
283,1
284,2
285,1
286,0
287,1
288,2
289,2
290,2
291,0
292,1
293,1
294,2
295,0
296,0
297,1
298,2
299,2
300,0
301,2
302,0
303,1
304,2
305,1
306,0
307,1
308,1
309,2
310,0
311,0
312,1
313,2
314,0
315,0
316,1
317,2
318,1
319,0
320,2
321,1
322,1
323,1
324,2
325,2
326,0
327,1
328,2
329,1
330,0
331,1
332,0
333,1
334,1
335,1
336,1
337,1
338,2
339,2
340,2
341,0
342,1
343,0
344,1
345,0
346,1
347,2
348,0
349,0
350,1
351,2
352,0
353,1
354,2
355,1
356,1
357,0
358,1
359,1
360,1
361,2
362,2
363,1
364,1
365,2
366,2
367,1
368,2
369,1
370,2
371,1
372,2
373,1
374,2
375,1
376,0
377,1
378,0
379,2
380,0
381,2
382,1
383,2
384,1
385,0
386,0
387,1
388,2
389,0
390,0
391,2
392,2
393,0
394,1
395,2
396,2
397,1
398,1
399,0
400,1
401,2
402,1
403,0
404,1
405,0
406,2
407,0
408,0
409,1
410,0
411,0
412,0
413,1
414,2
415,1
416,1
417,1
418,2
419,2
420,2
421,0
422,0
423,0
424,0
425,1
426,2
427,1
428,2
429,0
430,2
431,0
432,2
433,2
434,2
435,1
436,2
437,2
438,1
439,0
440,2
441,1
442,0
443,0
444,2
445,1
446,1
447,0
448,1
449,2
450,2
451,1
452,0
453,0
454,0
455,1
456,2
457,1
458,2
459,2
460,2
461,1
462,1
463,2
464,2
465,2
466,1
467,2
468,1
469,1
470,0
471,2
472,1
473,2
474,2
475,1
476,1
477,1
478,1
479,2
480,0
481,2
482,2
483,0
484,2
485,0
486,1
487,0
488,2
489,2
490,0
491,1
492,1
493,0
494,0
495,2
496,1
497,2
498,2
499,1
