,cluster
0,1
1,1
2,1
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,2
22,1
23,0
24,0
25,2
26,1
27,0
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,1
40,1
41,0
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,2
62,2
63,1
64,0
65,0
66,0
67,0
68,1
69,1
70,1
71,0
72,0
73,2
74,0
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,0
83,2
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,0
98,1
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,2
123,2
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,0
132,2
133,0
134,0
135,1
136,0
137,2
138,2
139,0
140,0
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,0
153,2
154,0
155,2
156,2
157,2
158,2
159,2
160,0
161,0
162,0
163,0
164,2
165,2
166,2
167,2
168,2
169,2
170,0
171,2
172,2
173,2
174,2
175,2
176,2
177,2
