,cluster
0,0
1,2
2,2
3,0
4,1
5,1
6,0
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,0
16,2
17,0
18,2
19,2
20,2
21,2
22,1
23,2
24,2
25,2
26,2
27,1
28,2
29,0
30,1
31,0
32,2
33,2
34,2
35,1
36,1
37,1
38,1
39,1
40,2
41,2
42,2
43,1
44,1
45,0
46,1
47,2
48,0
49,2
50,0
51,2
52,1
53,2
54,0
55,1
56,2
57,0
58,1
59,2
60,1
61,2
62,0
63,2
64,1
65,1
66,2
67,0
68,2
69,2
70,1
71,1
72,2
73,1
74,2
75,2
76,2
77,0
78,2
79,0
80,1
81,2
82,0
83,0
84,0
85,2
86,2
87,0
88,2
89,1
90,1
91,2
92,1
93,1
94,1
95,2
96,1
97,1
98,1
99,2
100,1
101,2
102,0
103,0
104,0
105,1
106,2
107,1
108,2
109,1
110,2
111,0
112,0
113,0
114,2
115,1
116,0
117,1
118,1
119,1
120,1
121,2
122,2
123,2
124,1
125,1
126,2
127,2
128,0
129,2
130,1
131,2
132,0
133,1
134,0
135,1
136,1
137,0
138,1
139,0
140,2
141,2
142,1
143,2
144,2
145,0
146,0
147,1
148,1
149,2
150,2
151,2
152,1
153,1
154,0
155,1
156,1
157,1
158,0
159,0
160,2
161,1
162,2
163,1
164,0
165,2
166,1
167,0
168,0
169,1
170,1
171,0
172,2
173,2
174,2
175,1
176,1
177,1
178,2
179,2
180,1
181,1
182,2
183,2
184,0
185,2
186,2
187,1
188,0
189,1
190,1
191,1
192,1
193,2
194,1
195,1
196,1
197,1
198,2
199,2
200,1
201,1
202,1
203,1
204,2
205,1
206,1
207,2
208,2
209,2
210,1
211,1
212,1
213,0
214,0
215,1
216,1
217,1
218,1
219,2
220,2
221,2
222,1
223,0
224,2
225,2
226,1
227,0
228,2
229,2
230,0
231,1
232,1
233,1
234,1
235,0
236,0
237,1
238,1
239,2
240,1
241,2
242,0
243,1
244,0
245,1
246,0
247,0
248,0
249,2
250,2
251,1
252,2
253,0
254,1
255,1
256,0
257,0
258,1
259,1
260,2
261,0
262,1
263,2
264,2
265,0
266,0
267,2
268,1
269,0
270,1
271,0
272,2
273,2
274,2
275,1
276,2
277,1
278,1
279,2
280,2
281,2
282,1
283,0
284,2
285,0
286,0
287,1
288,1
289,2
290,2
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,1
299,1
300,1
301,2
302,1
303,0
304,1
305,0
306,0
307,0
308,0
309,1
310,2
311,2
312,1
313,1
314,1
315,1
316,0
317,1
318,2
319,1
320,1
321,2
322,2
323,1
324,2
325,1
326,2
327,2
328,1
329,0
330,1
331,0
332,2
333,0
334,0
335,0
336,0
337,0
338,1
339,1
340,1
341,1
342,0
343,2
344,0
345,1
346,1
347,1
348,1
349,2
350,2
351,2
352,2
353,0
354,1
355,0
356,0
357,2
358,0
359,0
360,2
361,1
362,1
363,0
364,0
365,0
366,1
367,0
368,1
369,2
370,2
371,2
372,2
373,0
374,1
375,0
376,2
377,0
378,2
379,1
380,2
381,1
382,0
383,2
384,0
385,1
386,1
387,0
388,1
389,2
390,2
391,1
392,1
393,2
394,2
395,2
396,1
397,0
398,2
399,1
400,0
401,2
402,2
403,2
404,0
405,1
406,1
407,1
408,2
409,0
410,1
411,1
412,1
413,0
414,2
415,2
416,0
417,0
418,1
419,1
420,1
421,1
422,2
423,1
424,2
425,2
426,1
427,0
428,1
429,1
430,1
431,1
432,1
433,0
434,2
435,0
436,2
437,2
438,1
439,1
440,1
441,0
442,0
443,2
444,2
445,1
446,0
447,2
448,2
449,1
450,1
451,0
452,1
453,1
454,1
455,2
456,1
457,0
458,1
459,2
460,1
461,0
462,0
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,2
471,1
472,0
473,1
474,2
475,0
476,0
477,0
478,0
479,1
480,1
481,2
482,1
483,1
484,1
485,2
486,0
487,2
488,1
489,0
490,1
491,0
492,2
493,1
494,2
495,1
496,2
497,1
498,1
499,0
