,cluster
0,1
1,1
2,2
3,1
4,1
5,0
6,1
7,1
8,2
9,0
10,0
11,0
12,2
13,0
14,1
15,0
16,0
17,0
18,2
19,2
20,2
21,0
22,2
23,1
24,0
25,1
26,0
27,1
28,0
29,2
30,1
31,2
32,1
33,0
34,0
35,0
36,0
37,1
38,0
39,1
40,1
41,2
42,1
43,1
44,0
45,2
46,0
47,2
48,1
49,2
50,2
51,1
52,2
53,2
54,1
55,0
56,2
57,1
58,2
59,1
60,1
61,1
62,1
63,0
64,1
65,1
66,2
67,0
68,1
69,1
70,1
71,1
72,1
73,0
74,2
75,1
76,1
77,0
78,0
79,1
80,2
81,1
82,1
83,0
84,1
85,0
86,0
87,2
88,1
89,1
90,0
91,1
92,0
93,0
94,1
95,1
96,0
97,1
98,1
99,1
100,0
101,0
102,1
103,1
104,2
105,0
106,1
107,0
108,2
109,1
110,0
111,1
112,2
113,2
114,0
115,2
116,0
117,1
118,1
119,1
120,0
121,1
122,0
123,2
124,2
125,0
126,1
127,2
128,0
129,1
130,2
131,0
132,0
133,0
134,1
135,1
136,2
137,0
138,0
139,1
140,1
141,1
142,1
143,0
144,2
145,1
146,0
147,1
148,2
149,0
150,2
151,2
152,0
153,2
154,0
155,0
156,2
157,0
158,2
159,0
160,0
161,0
162,0
163,0
164,1
165,2
166,1
167,2
168,2
169,1
170,1
171,2
172,2
173,0
174,1
175,0
176,2
177,1
178,1
179,1
180,1
181,2
182,0
183,1
184,1
185,1
186,2
187,1
188,1
189,2
190,0
191,1
192,2
193,1
194,0
195,2
196,0
197,1
198,2
199,0
200,2
201,0
202,1
203,2
204,2
205,0
206,1
207,2
208,1
209,1
210,0
211,0
212,1
213,2
214,0
215,1
216,1
217,1
218,2
219,2
220,0
221,0
222,2
223,0
224,0
225,1
226,0
227,2
228,0
229,0
230,1
231,1
232,0
233,1
234,1
235,2
236,2
237,2
238,0
239,1
240,0
241,1
242,2
243,2
244,2
245,0
246,0
247,2
248,1
249,0
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,1
258,0
259,1
260,2
261,1
262,2
263,0
264,2
265,0
266,2
267,2
268,1
269,2
270,2
271,0
272,2
273,0
274,0
275,1
276,1
277,1
278,2
279,1
280,2
281,2
282,2
283,1
284,1
285,0
286,1
287,1
288,2
289,2
290,2
291,2
292,0
293,1
294,1
295,1
296,2
297,1
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,2
306,2
307,0
308,2
309,0
310,2
311,0
312,2
313,1
314,0
315,0
316,2
317,0
318,0
319,0
320,2
321,1
322,0
323,0
324,0
325,0
326,2
327,0
328,1
329,2
330,0
331,1
332,1
333,0
334,2
335,0
336,1
337,1
338,0
339,0
340,1
341,2
342,2
343,0
344,1
345,2
346,2
347,2
348,2
349,1
350,2
351,2
352,2
353,0
354,1
355,2
356,0
357,0
358,1
359,1
360,1
361,2
362,2
363,0
364,1
365,1
366,0
367,1
368,0
369,2
370,2
371,2
372,0
373,0
374,1
375,0
376,1
377,0
378,0
379,1
380,0
381,2
382,0
383,0
384,0
385,0
386,1
387,0
388,1
389,2
390,2
391,1
392,0
393,2
394,1
395,0
396,0
397,0
398,1
399,1
400,2
401,2
402,2
403,0
404,0
405,2
406,2
407,1
408,2
409,1
410,0
411,2
412,1
413,1
414,0
415,2
416,0
417,0
418,1
419,1
420,2
421,0
422,0
423,2
424,0
425,0
426,2
427,0
428,0
429,1
430,1
431,1
432,0
433,2
434,1
435,0
436,2
437,1
438,2
439,1
440,0
441,1
442,1
443,1
444,2
445,1
446,1
447,0
448,0
449,0
450,1
451,2
452,2
453,2
454,1
455,1
456,0
457,1
458,0
459,0
460,0
461,1
462,2
463,0
464,2
465,1
466,1
467,0
468,1
469,0
470,0
471,0
472,1
473,2
474,2
475,2
476,0
477,1
478,0
479,1
480,1
481,2
482,1
483,1
484,1
485,0
486,1
487,1
488,2
489,1
490,2
491,1
492,2
493,2
494,2
495,0
496,0
497,2
498,0
499,0
500,0
501,2
502,0
503,2
504,1
505,0
506,1
507,2
508,2
509,0
510,2
511,2
512,2
513,1
514,1
515,1
516,0
517,0
518,0
519,1
520,2
521,0
522,0
523,1
524,1
525,1
526,1
527,0
528,0
529,1
530,0
531,1
532,0
533,0
534,2
535,0
536,1
537,0
538,0
539,0
540,1
541,0
542,1
543,0
544,2
545,0
546,2
547,2
548,1
549,0
550,2
551,1
552,0
553,0
554,2
555,2
556,1
557,0
558,1
559,1
560,2
561,1
562,1
563,1
564,2
565,0
566,0
567,0
568,1
569,1
570,0
571,2
572,0
573,1
574,1
575,1
576,1
577,1
578,0
579,1
580,2
581,0
582,1
583,1
584,2
585,1
586,2
587,1
588,0
589,2
590,2
591,1
592,1
593,1
594,0
595,2
596,1
597,0
598,1
599,2
600,0
601,1
602,2
603,0
604,2
605,1
606,0
607,0
608,0
609,0
610,0
611,2
612,0
613,2
614,0
615,2
616,0
617,1
618,1
619,0
620,0
621,1
622,1
623,1
624,0
625,1
626,1
627,2
628,2
629,2
630,2
631,0
632,1
633,1
634,0
635,2
636,0
637,2
638,1
639,2
640,0
641,1
642,1
643,1
644,2
645,0
646,1
647,1
648,0
649,1
650,0
651,2
652,0
653,1
654,2
655,2
656,1
657,1
658,1
659,0
660,0
661,0
662,2
663,2
664,1
665,0
666,1
667,2
668,1
669,1
670,1
671,2
672,1
673,1
674,0
675,1
676,0
677,1
678,1
679,1
680,1
681,0
682,1
683,0
684,0
685,2
686,0
687,0
688,1
689,0
690,0
691,0
692,2
693,1
694,0
695,1
696,1
697,2
698,1
699,1
700,0
701,1
702,0
703,2
704,0
705,1
706,2
707,2
708,1
709,2
710,0
711,2
712,1
713,2
714,2
715,0
716,1
717,0
718,1
719,1
720,1
721,0
722,1
723,0
724,0
725,2
726,1
727,2
728,1
729,1
730,0
731,2
732,1
733,1
734,2
735,1
736,0
737,0
738,1
739,0
740,2
741,0
742,1
743,1
744,0
745,1
746,0
747,2
748,1
749,1
750,2
751,1
752,2
753,0
754,0
755,0
756,0
757,0
758,0
759,1
760,1
761,1
762,2
763,0
764,1
765,2
766,1
767,0
768,1
769,2
770,0
771,0
772,1
773,1
774,0
775,0
776,1
777,2
778,0
779,0
780,2
781,1
782,1
783,1
784,1
785,2
786,1
787,0
788,1
789,2
790,2
791,0
792,2
793,1
794,1
795,0
796,1
797,1
798,1
799,2
800,0
801,0
802,1
803,1
804,1
805,1
806,0
807,0
808,1
809,2
810,0
811,0
812,1
