,cluster
0,1
1,1
2,1
3,1
4,1
5,0
6,1
7,1
8,1
9,2
10,0
11,0
12,1
13,0
14,1
15,2
16,0
17,2
18,1
19,1
20,1
21,0
22,1
23,1
24,2
25,1
26,0
27,1
28,0
29,2
30,1
31,1
32,1
33,0
34,2
35,0
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,2
45,1
46,2
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,1
65,1
66,1
67,2
68,1
69,1
70,1
71,1
72,1
73,0
74,1
75,1
76,1
77,2
78,0
79,1
80,1
81,1
82,1
83,2
84,1
85,0
86,0
87,1
88,1
89,1
90,0
91,1
92,2
93,2
94,1
95,1
96,0
97,1
98,1
99,1
100,2
101,2
102,1
103,1
104,1
105,0
106,1
107,2
108,1
109,1
110,2
111,1
112,1
113,1
114,2
115,2
116,2
117,1
118,1
119,1
120,2
121,1
122,2
123,2
124,1
125,0
126,1
127,1
128,0
129,1
130,1
131,0
132,2
133,2
134,1
135,1
136,1
137,0
138,2
139,1
140,1
141,1
142,1
143,2
144,1
145,1
146,0
147,1
148,1
149,0
150,1
151,1
152,0
153,1
154,0
155,0
156,1
157,0
158,1
159,0
160,0
161,0
162,2
163,2
164,1
165,1
166,1
167,2
168,1
169,1
170,1
171,1
172,1
173,2
174,1
175,2
176,1
177,1
178,1
179,1
180,1
181,1
182,2
183,1
184,1
185,1
186,2
187,1
188,1
189,1
190,0
191,1
192,1
193,1
194,0
195,1
196,0
197,1
198,1
199,2
200,1
201,0
202,1
203,1
204,1
205,2
206,1
207,1
208,1
209,1
210,0
211,2
212,1
213,1
214,2
215,1
216,1
217,1
218,1
219,1
220,2
221,0
222,2
223,2
224,2
225,1
226,0
227,1
228,2
229,0
230,1
231,1
232,2
233,1
234,1
235,1
236,1
237,1
238,2
239,1
240,2
241,1
242,1
243,1
244,1
245,2
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,2
255,1
256,2
257,1
258,0
259,1
260,1
261,1
262,2
263,2
264,1
265,2
266,2
267,2
268,1
269,1
270,1
271,2
272,1
273,2
274,2
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,2
283,1
284,1
285,2
286,1
287,1
288,2
289,1
290,2
291,1
292,0
293,1
294,1
295,1
296,1
297,1
298,0
299,1
300,2
301,1
302,2
303,1
304,1
305,1
306,2
307,0
308,1
309,0
310,1
311,0
312,2
313,1
314,2
315,0
316,1
317,0
318,0
319,0
320,1
321,1
322,0
323,2
324,2
325,2
326,2
327,0
328,1
329,1
330,2
331,1
332,1
333,2
334,1
335,0
336,1
337,1
338,0
339,2
340,1
341,1
342,1
343,0
344,1
345,1
346,2
347,2
348,1
349,1
350,2
351,1
352,1
353,2
354,1
355,1
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,2
364,1
365,1
366,2
367,1
368,2
369,1
370,1
371,1
372,0
373,2
374,1
375,2
376,1
377,2
378,0
379,1
380,2
381,1
382,0
383,0
384,2
385,0
386,1
387,2
388,1
389,1
390,1
391,1
392,2
393,2
394,1
395,2
396,0
397,2
398,1
399,1
400,1
401,1
402,1
403,2
404,2
405,1
406,1
407,1
408,1
409,1
410,2
411,1
412,1
413,1
414,2
415,1
416,0
417,0
418,1
419,1
420,1
421,2
422,2
423,1
424,2
425,2
426,1
427,0
428,2
429,1
430,1
431,1
432,2
433,1
434,1
435,0
436,1
437,1
438,1
439,1
440,2
441,1
442,1
443,1
444,1
445,1
446,1
447,2
448,2
449,2
450,1
451,2
452,1
453,2
454,1
455,1
456,0
457,1
458,0
459,2
460,0
461,1
462,1
463,0
464,1
465,1
466,1
467,2
468,1
469,2
470,2
471,2
472,1
473,1
474,1
475,2
476,2
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,2
496,2
497,1
498,2
499,0
500,0
501,2
502,2
503,2
504,1
505,2
506,1
507,1
508,1
509,2
510,1
511,1
512,1
513,1
514,1
515,1
516,0
517,2
518,0
519,1
520,1
521,0
522,2
523,1
524,1
525,1
526,1
527,0
528,2
529,1
530,2
531,1
532,0
533,2
534,1
535,2
536,1
537,2
538,2
539,0
540,1
541,0
542,1
543,2
544,1
545,2
546,2
547,2
548,1
549,0
550,2
551,1
552,2
553,2
554,1
555,1
556,1
557,0
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,0
566,2
567,0
568,1
569,1
570,2
571,1
572,2
573,1
574,1
575,1
576,1
577,1
578,0
579,1
580,1
581,2
582,1
583,1
584,1
585,1
586,1
587,1
588,2
589,2
590,1
591,1
592,1
593,1
594,0
595,1
596,1
597,2
598,1
599,1
600,0
601,1
602,1
603,0
604,1
605,1
606,2
607,2
608,0
609,2
610,2
611,2
612,2
613,1
614,2
615,1
616,0
617,1
618,1
619,0
620,0
621,1
622,1
623,1
624,2
625,1
626,1
627,1
628,1
629,1
630,1
631,2
632,1
633,1
634,0
635,1
636,0
637,1
638,1
639,1
640,2
641,1
642,1
643,1
644,1
645,2
646,1
647,1
648,2
649,1
650,2
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,1
659,2
660,0
661,0
662,1
663,1
664,1
665,0
666,1
667,1
668,1
669,1
670,1
671,2
672,1
673,1
674,2
675,1
676,0
677,1
678,1
679,1
680,1
681,0
682,1
683,2
684,2
685,1
686,2
687,2
688,1
689,2
690,0
691,0
692,2
693,1
694,2
695,1
696,1
697,1
698,1
699,1
700,2
701,1
702,2
703,1
704,2
705,1
706,1
707,1
708,1
709,1
710,2
711,1
712,1
713,1
714,2
715,2
716,1
717,2
718,1
719,1
720,1
721,0
722,1
723,2
724,2
725,1
726,1
727,1
728,1
729,1
730,2
731,1
732,1
733,1
734,1
735,1
736,2
737,0
738,1
739,0
740,1
741,2
742,1
743,1
744,0
745,1
746,2
747,1
748,1
749,1
750,1
751,1
752,1
753,2
754,0
755,0
756,2
757,0
758,2
759,1
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,2
768,1
769,1
770,0
771,0
772,1
773,1
774,0
775,0
776,1
777,1
778,2
779,0
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,1
790,1
791,0
792,1
793,1
794,1
795,2
796,1
797,1
798,1
799,1
800,2
801,2
802,1
803,1
804,1
805,1
806,2
807,0
808,1
809,1
810,0
811,2
812,1
