,cluster
0,1
1,1
2,0
3,2
4,0
5,0
6,1
7,0
8,1
9,0
10,0
11,1
12,2
13,1
14,1
15,1
16,2
17,1
18,1
19,2
20,2
21,2
22,1
23,1
24,0
25,2
26,1
27,0
28,0
29,0
30,1
31,0
32,1
33,1
34,2
35,1
36,2
37,0
38,0
39,1
40,2
41,0
42,0
43,0
44,1
45,2
46,1
47,2
48,2
49,0
50,2
51,1
52,0
53,0
54,2
55,1
56,0
57,1
58,0
59,2
60,2
61,1
62,2
63,2
64,1
65,2
66,2
67,2
68,1
69,2
70,1
71,1
72,2
73,0
74,2
75,1
76,1
77,0
78,1
79,2
80,2
81,0
82,0
83,0
84,1
85,1
86,0
87,2
88,0
89,1
90,2
91,0
92,0
93,1
94,2
95,0
96,2
97,0
98,1
99,1
100,1
101,2
102,2
103,1
104,0
105,0
106,1
107,0
108,2
109,2
110,0
111,1
112,2
113,0
114,1
115,2
116,0
117,1
118,1
119,0
120,0
121,0
122,0
123,2
124,2
125,2
126,0
127,2
128,2
129,1
130,2
131,0
132,2
133,0
134,1
135,2
136,2
137,1
138,2
139,2
140,1
141,0
142,1
143,0
144,0
145,1
146,2
147,0
148,0
149,1
